intake_date,animal_id,intake_type,intake_subtype,outcome_date,outcome_type,primary_breed,secondary_breed,years_old,months_old,OutcomeGroup,Breed,PitBullType,PitBullExpanded,AKC,AKC_Extended,KennelCardBreed,LOS,AgeGroup
3/13/13,A259133,STRAY,FIELD,3/26/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
3/13/13,A259134,STRAY,OTC,3/26/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
3/28/13,A260294,CONFISCATE,EVICTION,4/10/13,EUTH,PIT BULL, ,8,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Senior (8+yr)
3/28/13,A260293,CONFISCATE,EVICTION,4/10/13,EUTH,PIT BULL, ,5,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
3/28/13,A260292,CONFISCATE,EVICTION,4/10/13,RESCUE,PIT BULL, ,0,8,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
4/3/13,A260783,STRAY,OTC,4/16/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
4/5/13,A261014,STRAY,FIELD,4/18/13,EUTH,PIT BULL,MIX,3,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
4/10/13,A261308,STRAY,FIELD,4/23/13,ADOPTION,PIT BULL,MIX,1,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
4/10/13,A261355,STRAY,OTC,4/23/13,EUTH,PIT BULL,MIX,0,6,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
4/11/13,A261468,STRAY,FIELD,4/24/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
4/19/13,A262193,STRAY,OTC,5/2/13,EUTH,PIT BULL,MIX,1,6,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
4/24/13,A262601,STRAY,OTC,5/7/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
4/24/13,A262553,STRAY,FIELD,5/7/13,RESCUE,PIT BULL, ,6,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
5/1/13,A263188,STRAY,FIELD,5/14/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
5/4/13,A263504,OWNER SURR,OTC,5/17/13,ADOPTION,PIT BULL,MIX,0,10,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
5/9/13,A263935,STRAY,FIELD,5/22/13,ADOPTION,PIT BULL, ,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
5/16/13,A264622,STRAY,OTC,5/29/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
5/31/13,A266002,STRAY,FIELD,6/13/13,ADOPTION,PIT BULL, ,1,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
6/4/13,A264648,RETURN,OTC,6/17/13,EUTH,PIT BULL,RHOD RIDGEBAC,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/4/13,A230586,CONFISCATE,DANGER IN,6/17/13,RTO,PIT BULL,MIX,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/5/13,A266446,STRAY,FIELD,6/18/13,ADOPTION,PIT BULL, ,0,10,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
6/11/13,A250947,STRAY,FIELD,6/24/13,ADOPTION,PIT BULL,MIX,0,7,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
6/11/13,A267001,STRAY,FIELD,6/24/13,EUTH,PIT BULL,MIX,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/15/13,A267405,STRAY,FIELD,6/28/13,ADOPTION,PIT BULL, ,3,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/18/13,A263743,OWNER SURR,OTC,7/1/13,ADOPTION,PIT BULL,MIX,0,5,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
6/19/13,A267757,STRAY,FIELD,7/2/13,EUTH,PIT BULL, ,4,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/20/13,A267944,STRAY,OTC,7/3/13,EUTH,PIT BULL,MIX,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
6/20/13,A253946,OWNER SURR,FIELD,7/3/13,RESCUE,PIT BULL,MIX,1,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
6/20/13,A267981,OWNER SURR,FIELD,7/3/13,RESCUE,PIT BULL,MIX,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/20/13,A262433,OWNER SURR,FIELD,7/3/13,RESCUE,PIT BULL,MIX,5,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/20/13,A262421,OWNER SURR,FIELD,7/3/13,RESCUE,PIT BULL, ,4,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/20/13,A262429,OWNER SURR,FIELD,7/3/13,RESCUE,PIT BULL,MIX,7,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/20/13,A262432,OWNER SURR,FIELD,7/3/13,RESCUE,PIT BULL, ,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/22/13,A268162,STRAY,FIELD,7/5/13,ADOPTION,PIT BULL,BOXER,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/23/13,A268164,STRAY,FIELD,7/6/13,ADOPTION,PIT BULL,MIX,1,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
6/26/13,A268550,CONFISCATE,BITE,7/9/13,RTO,PIT BULL, ,4,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/27/13,A252972,CONFISCATE,CRUELTY,7/10/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/28/13,A268692,STRAY,OTC,7/11/13,ADOPTION,PIT BULL,MIX,1,6,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
6/28/13,A268688,STRAY,FIELD,7/11/13,RESCUE,PIT BULL,MIX,0,5,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
6/28/13,A268724,STRAY,FIELD,7/11/13,RESCUE,PIT BULL,MIX,0,5,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
6/30/13,A268835,STRAY,FIELD,7/13/13,ADOPTION,PIT BULL, ,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
7/3/13,A258304,OWNER SURR,FIELD,7/16/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
7/3/13,A269122,OWNER SURR,FIELD,7/16/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
7/3/13,A269124,STRAY,FIELD,7/16/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
7/5/13,A269242,OWNED, ,7/18/13,RTO,PIT BULL, ,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
7/11/13,A269882,STRAY,OTC,7/24/13,RESCUE,PIT BULL,MIX,1,6,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
7/16/13,A270268,CONFISCATE,DANGER IN,7/29/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
7/16/13,A270270,CONFISCATE,DANGER IN,7/29/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
7/16/13,A267369,STRAY,OTC,7/29/13,RESCUE,PIT BULL,WELSH CORGI P,1,6,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
7/17/13,A270333,STRAY,FIELD,7/30/13,DIED,PIT BULL,MIX,0,0.1,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
7/17/13,A270337,STRAY,FIELD,7/30/13,RESCUE,PIT BULL,MIX,0,0.1,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
7/17/13,A270338,STRAY,FIELD,7/30/13,RESCUE,PIT BULL,MIX,0,5,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
7/18/13,A268176,CONFISCATE,EVICTION,7/31/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
7/30/13,A271472,STRAY,FIELD,8/12/13,EUTH,PIT BULL,BOXER,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
8/2/13,A271864,OWNER SURR,OTC,8/15/13,EUTH,PIT BULL,BORDER COLLIE,3,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
8/6/13,A269080,RETURN,OTC,8/19/13,ADOPTION,PIT BULL, ,0,8,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
8/7/13,A272204,STRAY,FIELD,8/20/13,ADOPTION,PIT BULL, ,1,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
8/9/13,A272414,STRAY,OTC,8/22/13,EUTH,PIT BULL,MIX,0,10,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
8/17/13,A273001,STRAY,OTC,8/30/13,RESCUE,PIT BULL, ,5,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
8/21/13,A273320,STRAY,OTC,9/3/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
8/28/13,A273828,OWNER SURR,OTC,9/10/13,EUTH,PIT BULL,MIX,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
8/30/13,A273964,STRAY,OTC,9/12/13,ADOPTION,PIT BULL, ,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
8/30/13,A163015,OWNER SURR,OTC,9/12/13,RESCUE,PIT BULL, ,3,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
8/31/13,A274064,OWNER SURR,OTC,9/13/13,EUTH,PIT BULL,MIX,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
8/31/13,A274015,STRAY,FIELD,9/13/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
9/6/13,A274451,STRAY,OTC,9/19/13,RESCUE,PIT BULL,MIX,3,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
9/11/13,A274812,STRAY,FIELD,9/24/13,ADOPTION,PIT BULL, ,0,7,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
9/12/13,A260765,STRAY,FIELD,9/25/13,RTO,PIT BULL, ,3,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
9/14/13,A275037,STRAY,FIELD,9/27/13,RESCUE,PIT BULL,MIX,0,6,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
9/18/13,A275306,STRAY,FIELD,10/1/13,EUTH,PIT BULL, ,0,3,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
9/18/13,A275337,STRAY,OTC,10/1/13,EUTH,PIT BULL,MIX,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
9/19/13,A238848,OWNER SURR,OTC,10/2/13,EUTH,PIT BULL,MIX,1,4,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
9/20/13,A275471,CONFISCATE,EVICTION,10/3/13,EUTH,PIT BULL,LABRADOR RETR,4,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
9/24/13,A275710,STRAY,FIELD,10/7/13,EUTH,PIT BULL, ,0,7,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
9/24/13,A275773,STRAY,FIELD,10/7/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
9/26/13,A276012,STRAY,FIELD,10/9/13,ADOPTION,PIT BULL,MIX,1,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
10/2/13,A276562,STRAY,FIELD,10/15/13,EUTH,PIT BULL,MIX,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
10/2/13,A276508,STRAY,FIELD,10/15/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
10/2/13,A276505,STRAY,FIELD,10/15/13,EUTH,PIT BULL,MIX,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
10/9/13,A277029,CONFISCATE,CRUELTY,10/22/13,EUTH,PIT BULL, ,0,6,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
10/9/13,A277059,STRAY,FIELD,10/22/13,RESCUE,PIT BULL,MIX,6,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
10/22/13,A278011,STRAY,OTC,11/4/13,RESCUE,PIT BULL, ,3,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
10/23/13,A278104,STRAY,FIELD,11/5/13,EUTH,PIT BULL, ,5,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
10/23/13,A278105,STRAY,FIELD,11/5/13,RESCUE,PIT BULL,CHIHUAHUA SH,0,5,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
10/23/13,A278110,STRAY,FIELD,11/5/13,RESCUE,PIT BULL,CHIHUAHUA SH,0,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
10/23/13,A278111,STRAY,FIELD,11/5/13,RESCUE,PIT BULL,CHIHUAHUA SH,0,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
10/23/13,A278112,STRAY,FIELD,11/5/13,RESCUE,PIT BULL,CHIHUAHUA SH,0,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
10/23/13,A278113,STRAY,FIELD,11/5/13,RESCUE,PIT BULL,CHIHUAHUA SH,0,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
10/23/13,A278106,STRAY,FIELD,11/5/13,RESCUE,PIT BULL,CHIHUAHUA SH,0,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
10/23/13,A278107,STRAY,FIELD,11/5/13,RESCUE,PIT BULL,CHIHUAHUA SH,0,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
10/23/13,A278108,STRAY,FIELD,11/5/13,RESCUE,PIT BULL,CHIHUAHUA SH,0,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
10/23/13,A278109,STRAY,FIELD,11/5/13,RESCUE,PIT BULL,CHIHUAHUA SH,0,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
10/24/13,A278171,STRAY,OTC,11/6/13,EUTH,PIT BULL, ,4,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
10/29/13,A186706,STRAY,FIELD,11/11/13,RTO,PIT BULL, ,4,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
10/31/13,A278738,STRAY,OTC,11/13/13,ADOPTION,PIT BULL,MIX,0,6,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
11/1/13,A278818,STRAY,FIELD,11/14/13,ADOPTION,PIT BULL, ,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
11/12/13,A279514,STRAY,OTC,11/25/13,EUTH,PIT BULL, ,0,9,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
11/13/13,A279617,STRAY,OTC,11/26/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
11/27/13,A280585,STRAY,FIELD,12/10/13,EUTH,PIT BULL,MIX,0,8,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
11/29/13,A280602,STRAY,FIELD,12/12/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
12/4/13,A280881,STRAY,FIELD,12/17/13,ADOPTION,PIT BULL,MIX,0,2,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
12/4/13,A280882,STRAY,FIELD,12/17/13,ADOPTION,PIT BULL,MIX,0,2,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo)
12/4/13,A280885,STRAY,FIELD,12/17/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
12/5/13,A281015,STRAY,FIELD,12/18/13,ADOPTION,PIT BULL, ,5,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
12/5/13,A278090,CONFISCATE,POLICE,12/18/13,RTO,PIT BULL, ,3,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
12/7/13,A281122,STRAY,OTC,12/20/13,ADOPTION,PIT BULL,MIX,3,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
12/8/13,A281154,STRAY,OTC,12/21/13,ADOPTION,PIT BULL, ,3,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
12/21/13,A282030,OWNER SURR,OTC,1/3/14,ADOPTION,PIT BULL,MIX,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr)
12/21/13,A282059,STRAY,FIELD,1/3/14,ADOPTION,PIT BULL,LABRADOR RETR,1,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
12/28/13,A282321,STRAY,FIELD,1/10/14,ADOPTION,PIT BULL, ,1,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo)
1/26/13,A255797,STRAY,OTC,2/7/13,ADOPTION,PIT BULL, ,2,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,12,Adult (1-7yr)
2/7/13,A256707,STRAY,OTC,2/19/13,EUTH,PIT BULL, ,1,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,12,Adolescent (5-12mo)
2/14/13,A257225,STRAY,FIELD,2/26/13,RESCUE,PIT BULL, ,1,0,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,12,Adolescent (5-12mo)
2/21/13,A257679,STRAY,FIELD,3/5/13,ADOPTION,PIT BULL,LABRADOR RETR,0,8,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,12,Adolescent (5-12mo)
3/22/13,A259894,STRAY,FIELD,4/3/13,EUTH,PIT BULL, ,2,0,Euthanized/Dead,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,12,Adult (1-7yr)
3/27/13,A260177,STRAY,FIELD,4/8/13,ADOPTION,PIT BULL, ,0,6,Adopt/Live Exit,American Staffordshire Terrier,Pit Bull,Pit Bull Exp,Terrier,Pit Bull Types,With Breed,12,Adolescent (5-12mo)
