intake_type,intake_subtype,secondary_breed,Breed,AKC_Extended,KennelCardBreed,LOS,AgeGroup,age
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,6,Adolescent (5-12mo),1.0
EUTH REQ,OTC OWNED,unknown,Miniature Schnauzer,Other Terriers,Without Breed,0,Senior (8+yr),2.154434690031884
STRAY,FIELD,unknown,Siberian Husky,Working,With Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,9,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,8,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr),1.5874010519681994
OWNER SURR,FIELD,unknown,German Shepherd Dog,Herding,With Breed,10,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Puppy (0-4mo),0.5848035476425733
OWNER SURR,FIELD,RAT TERRIER,Shih Tzu,Toy,With Breed,3,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,MIX,Cairn Terrier,Other Terriers,Without Breed,2,Adult (1-7yr),1.338865900164339
OWNER SURR,FIELD,BOXER,American Staffordshire Terrier,Pit Bull Types,With Breed,1,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,MIX,German Shepherd Dog,Herding,With Breed,5,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,unknown,Collie,Herding,Without Breed,1,Senior (8+yr),2.4101422641752297
OWNER SURR,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,16,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,German Shepherd Dog,Herding,Without Breed,30,Puppy (0-4mo),0.0
CONFISCATE,DANGER IN,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adult (1-7yr),1.1447142425533319
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,4,Adolescent (5-12mo),0.9654893846056298
STRAY,FIELD,unknown,Cocker Spaniel,Sporting,Without Breed,31,Puppy (0-4mo),0.0
CONFISCATE,POLICE,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,20,Adult (1-7yr),1.709975946676697
STRAY,OTC,unknown,Norfolk Terrier,Other Terriers,With Breed,8,Senior (8+yr),2.0
STRAY,OTC,MIX,Plott,Hound,With Breed,5,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,unknown,Golden Retriever,Sporting,With Breed,0,Senior (8+yr),2.040827550958674
EUTH REQ,OTC OWNED,unknown,Labrador Retreiver,Sporting,Without Breed,1,Senior (8+yr),2.3513346877207573
STRAY,FIELD,PIT BULL,Boston Terrier,Non-sporting,Without Breed,10,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,AMERICAN STAF,American Staffordshire Terrier,Pit Bull Types,With Breed,6,Adult (1-7yr),1.259921049894873
STRAY,OTC,POINTER,American Staffordshire Terrier,Pit Bull Types,Without Breed,5,Puppy (0-4mo),0.5848035476425733
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,11,Adult (1-7yr),1.259921049894873
STRAY,OTC,LABRADOR RETR,Great Dane,Working,With Breed,8,Adolescent (5-12mo),0.7937005259840997
OWNER SURR,OTC,MIX,Dachshund,Hound,With Breed,14,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,0,Puppy (0-4mo),0.0
STRAY,OTC,unknown,Harrier,Hound,Without Breed,5,Adolescent (5-12mo),0.7368062997280774
STRAY,OTC,MIX,Papillon,Toy,Without Breed,7,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,Dalmatian,Non-sporting,Without Breed,6,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Labrador Retreiver,Sporting,With Breed,3,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,unknown,Beagle,Hound,With Breed,10,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Soft Coated Wheaten Terrier,Other Terriers,Without Breed,31,Adult (1-7yr),1.9129311827723892
OWNER SURR,FIELD,MIX,Australian Cattle Dog,Herding,Without Breed,4,Senior (8+yr),2.4101422641752297
STRAY,FIELD,MIX,Smooth Fox Terrier,Other Terriers,With Breed,19,Adult (1-7yr),1.259921049894873
STRAY,FIELD,RAT TERRIER,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adolescent (5-12mo),0.7937005259840997
STRAY,OTC,unknown,Chihuahua,Toy,Without Breed,8,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Russell Terrier (Jack Russell),Other Terriers,Without Breed,5,Adolescent (5-12mo),1.0
OWNER SURR,OTC,unknown,Dachshund,Hound,Without Breed,9,Senior (8+yr),2.2894284851066637
OWNER SURR,OTC,unknown,Beagle,Hound,With Breed,9,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,unknown,Cavalier King Charles Spaniel,Toy,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,20,Adolescent (5-12mo),0.9654893846056298
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Russell Terrier (Jack Russell),Other Terriers,Without Breed,1,Senior (8+yr),2.2239800905693157
STRAY,OTC,MIX,Vizsla,Sporting,Without Breed,2,Puppy (0-4mo),0.5848035476425733
CONFISCATE,POLICE,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,1,Senior (8+yr),2.0
OWNER SURR,FIELD,unknown,Chihuahua,Toy,With Breed,8,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,2,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,Catahoula Leopard Dog,Hound,With Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Puppy (0-4mo),0.6694329500821695
OWNER SURR,OTC,CHIHUAHUA SH,Italian Greyhound,Toy,With Breed,10,Adolescent (5-12mo),1.0
STRAY,OTC,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,9,Adult (1-7yr),1.259921049894873
STRAY,FIELD,AMER BULLDOG,Labrador Retreiver,Sporting,With Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,10,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Puppy (0-4mo),0.464158883361278
STRAY,OTC,MIX,Cairn Terrier,Other Terriers,Without Breed,10,Adult (1-7yr),1.5874010519681994
CONFISCATE,POLICE,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,18,Adolescent (5-12mo),0.928317766722556
OWNER SURR,OTC,PAPILLON,Chihuahua,Toy,Without Breed,5,Adolescent (5-12mo),1.0
OWNER SURR,OTC,PIT BULL,Boxer,Working,Without Breed,13,Adolescent (5-12mo),1.0
OWNER SURR,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,1,Adult (1-7yr),1.375068867074141
FOSTER,OTC,MIX,Mastiff,Working,Without Breed,0,Adult (1-7yr),1.709975946676697
OWNER SURR,FIELD,unknown,Russell Terrier (Jack Russell),Other Terriers,Without Breed,16,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,30,Puppy (0-4mo),0.0
DISPO REQ,OTC OWNED,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adolescent (5-12mo),0.928317766722556
CONFISCATE,BITE,MIX,Beagle,Hound,Without Breed,9,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,Chihuahua,Toy,Without Breed,7,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,12,Adolescent (5-12mo),1.0
OWNER SURR,OTC,unknown,Chihuahua,Toy,Without Breed,0,Senior (8+yr),2.4662120743304703
STRAY,OTC,MIX,Maltese,Toy,With Breed,10,Adult (1-7yr),1.4422495703074083
FOSTER,FIELD,GERM SHEPHERD,Labrador Retreiver,Sporting,With Breed,3,Puppy (0-4mo),0.0
OWNER SURR,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,16,Adult (1-7yr),1.1447142425533319
STRAY,FIELD,ROTTWEILER,German Shepherd Dog,Herding,Without Breed,3,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Labrador Retreiver,Sporting,With Breed,15,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,German Shepherd Dog,Herding,Without Breed,0,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,GERM SHEPHERD,Whippet,Hound,With Breed,9,Adolescent (5-12mo),0.7937005259840997
OWNER SURR,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Puppy (0-4mo),0.464158883361278
STRAY,FIELD,unknown,Cavalier King Charles Spaniel,Toy,With Breed,31,Puppy (0-4mo),0.0
OWNER SURR,OTC,unknown,Chihuahua,Toy,With Breed,13,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Great Dane,Working,Without Breed,28,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,5,Adolescent (5-12mo),0.928317766722556
DISPO REQ,FIELD,MIX,German Shepherd Dog,Herding,With Breed,26,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,Cocker Spaniel,Sporting,Without Breed,7,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,5,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,unknown,German Shepherd Dog,Herding,Without Breed,8,Adult (1-7yr),1.21644039911468
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,14,Adult (1-7yr),1.259921049894873
EUTH REQ,OTC OWNED,MIX,German Shepherd Dog,Herding,Without Breed,0,Senior (8+yr),2.4662120743304703
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,11,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,11,Adolescent (5-12mo),0.8434326653017492
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.709975946676697
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo),1.0
OWNER SURR,OTC,MIX,German Shepherd Dog,Herding,With Breed,14,Adult (1-7yr),1.9129311827723892
EUTH REQ,OTC OWNED,unknown,Chihuahua,Toy,With Breed,0,Senior (8+yr),2.519842099789746
STRAY,OTC,unknown,Labrador Retreiver,Sporting,With Breed,14,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,MIX,Wirehaired Pointing Griffon,Sporting,With Breed,8,Adult (1-7yr),1.1186889420813966
EUTH REQ,OTC OWNED,unknown,Russell Terrier (Jack Russell),Other Terriers,With Breed,0,Senior (8+yr),2.2894284851066637
STRAY,OTC,CHINESE SHARP,Siberian Husky,Working,Without Breed,7,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,7,Puppy (0-4mo),0.6694329500821695
STRAY,OTC,DACHSHUND STD,Poodle (Toy),Toy,With Breed,4,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,BORDER COLLIE,Labrador Retreiver,Sporting,With Breed,6,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,19,Adult (1-7yr),1.5874010519681994
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,20,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,Labrador Retreiver,Sporting,With Breed,1,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adult (1-7yr),1.259921049894873
STRAY,OTC,JACK RUSS TER,Cardigan Welsh Corgi,Herding,With Breed,8,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Dachshund,Hound,With Breed,0,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,2,Adolescent (5-12mo),1.0
RETURN,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adolescent (5-12mo),1.0
FOSTER,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,Chihuahua,Toy,Without Breed,11,Adult (1-7yr),1.5874010519681994
STRAY,OTC,MIX,German Shepherd Dog,Herding,Without Breed,0,Adult (1-7yr),1.3572088082974534
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,12,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,GREYHOUND,Labrador Retreiver,Sporting,Without Breed,30,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,unknown,Chow Chow,Non-sporting,Without Breed,0,Senior (8+yr),2.154434690031884
STRAY,FIELD,MIX,German Shepherd Dog,Herding,Without Breed,0,Puppy (0-4mo),0.5848035476425733
OWNER SURR,OTC,CHINESE SHARP,Pug,Toy,With Breed,14,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,German Shepherd Dog,Herding,With Breed,13,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,Pekingese,Toy,With Breed,7,Adult (1-7yr),1.8171205928321394
OWNER SURR,OTC,MIX,Chow Chow,Non-sporting,Without Breed,13,Adult (1-7yr),1.9129311827723892
EUTH REQ,OTC OWNED,unknown,Poodle,Non-sporting,Without Breed,0,Senior (8+yr),2.571281590658235
STRAY,OTC,MIX,Maltese,Toy,With Breed,5,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,MIX,Boxer,Working,Without Breed,6,Adolescent (5-12mo),0.7937005259840997
EUTH REQ,OTC OWNED,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,MIX,Boxer,Working,With Breed,8,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adult (1-7yr),1.259921049894873
STRAY,OTC,PIT BULL,Labrador Retreiver,Sporting,Without Breed,3,Puppy (0-4mo),0.5848035476425733
DISPO REQ,OTC OWNED,unknown,Miniature Schnauzer,Other Terriers,With Breed,0,Senior (8+yr),2.0
STRAY,FIELD,MIX,Rhodesian Ridgeback,Hound,With Breed,29,Puppy (0-4mo),0.0
STRAY,OTC,unknown,Chihuahua,Toy,With Breed,6,Adolescent (5-12mo),1.0
OWNER SURR,OTC,PIT BULL,Boxer,Working,With Breed,7,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,unknown,Miniature Pinscher,Toy,With Breed,30,Puppy (0-4mo),0.0
OWNER SURR,OTC,PIT BULL,Labrador Retreiver,Sporting,Without Breed,14,Adolescent (5-12mo),0.928317766722556
EUTH REQ,OTC OWNED,MIX,Norwich Terrier,Other Terriers,Without Breed,2,Senior (8+yr),2.2894284851066637
CONFISCATE,DANGER IN,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,80,Adult (1-7yr),1.1447142425533319
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,Without Breed,1,Puppy (0-4mo),0.0
STRAY,OTC,unknown,Chihuahua,Toy,Without Breed,12,Senior (8+yr),2.0
OWNER SURR,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adult (1-7yr),1.1696070952851465
CONFISCATE,EVICTION,LABRADOR RETR,Flat-Coated Retreiver,Sporting,Without Breed,18,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Beagle,Hound,Without Breed,28,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,17,Adult (1-7yr),1.259921049894873
OWNER SURR,FIELD,unknown,Toy Fox Terrier,Toy,With Breed,0,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,BOSTON TERRIE,American Staffordshire Terrier,Pit Bull Types,With Breed,35,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,MIX,Pembroke Welsh Corgi,Herding,Without Breed,4,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,19,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Havanese,Toy,Without Breed,0,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,German Shepherd Dog,Herding,Without Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adult (1-7yr),1.1696070952851465
STRAY,OTC,MIX,Norfolk Terrier,Other Terriers,With Breed,9,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Pekingese,Toy,With Breed,1,Adult (1-7yr),1.709975946676697
OWNER SURR,FIELD,MIX,German Shepherd Dog,Herding,Without Breed,3,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,15,Adolescent (5-12mo),0.928317766722556
EUTH REQ,OTC OWNED,unknown,Lhasa Apso,Non-sporting,With Breed,0,Senior (8+yr),2.4101422641752297
STRAY,FIELD,unknown,Tibetan Terrier,Non-sporting,With Breed,49,Puppy (0-4mo),0.0
STRAY,FIELD,AMER BULLDOG,Labrador Retreiver,Sporting,With Breed,16,Adult (1-7yr),1.2805791649874942
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,11,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MASTIFF,American Staffordshire Terrier,Pit Bull Types,Without Breed,10,Adult (1-7yr),1.4422495703074083
STRAY,OTC,BEAGLE,Pug,Toy,With Breed,12,Adult (1-7yr),1.5874010519681994
STRAY,OTC,unknown,Yorkshire Terrier,Toy,Without Breed,7,Adult (1-7yr),1.259921049894873
STRAY,FIELD,BOXER,Great Dane,Working,With Breed,28,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,ROTTWEILER,German Shepherd Dog,Herding,With Breed,0,Senior (8+yr),2.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,63,Adult (1-7yr),1.091392883061106
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,MIX,Chihuahua,Toy,Without Breed,7,Senior (8+yr),2.080083823051904
RETURN,OTC,unknown,Chihuahua,Toy,With Breed,0,Adult (1-7yr),1.8171205928321394
OWNER SURR,OTC,unknown,Bichon Frise,Non-sporting,Without Breed,4,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,1,Adult (1-7yr),1.8171205928321394
STRAY,OTC,MIX,Labrador Retreiver,Sporting,With Breed,21,Puppy (0-4mo),0.6694329500821695
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,Manchester Terrier (Standard),Other Terriers,With Breed,28,Puppy (0-4mo),0.0
CONFISCATE,DANGER IN,MIX,Boxer,Working,With Breed,0,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,Without Breed,0,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,Without Breed,5,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,With Breed,2,Senior (8+yr),2.0
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,19,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,28,Puppy (0-4mo),0.0
CONFISCATE,CRUELTY,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,83,Puppy (0-4mo),0.0
CONFISCATE,POLICE,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Puppy (0-4mo),0.464158883361278
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,18,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,24,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,16,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,1,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Patterdale Terrier,Other Terriers,Without Breed,5,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,Boston Terrier,Non-sporting,Without Breed,6,Adult (1-7yr),1.709975946676697
EUTH REQ,OTC OWNED,unknown,Lhasa Apso,Non-sporting,Without Breed,0,Senior (8+yr),2.2894284851066637
CONFISCATE,CRUELTY,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,83,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,31,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,9,Adolescent (5-12mo),1.0
CONFISCATE,DANGER IN,RHOD RIDGEBAC,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Maltese,Toy,Without Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Lhasa Apso,Non-sporting,Without Breed,2,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Dachshund,Hound,With Breed,2,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,German Shepherd Dog,Herding,With Breed,17,Adult (1-7yr),1.4422495703074083
CONFISCATE,CRUELTY,MIX,Chihuahua,Toy,Without Breed,26,Adult (1-7yr),1.709975946676697
STRAY,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,7,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,Chihuahua,Toy,Without Breed,5,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Pembroke Welsh Corgi,Herding,With Breed,0,Senior (8+yr),2.2894284851066637
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,30,Puppy (0-4mo),0.0
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adult (1-7yr),1.259921049894873
CONFISCATE,POLICE,SHETLD SHEEPD,Pug,Toy,With Breed,20,Adult (1-7yr),1.259921049894873
EUTH REQ,OTC OWNED,MIX,Pointer,Sporting,Without Breed,0,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,30,Adolescent (5-12mo),0.9654893846056298
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,5,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adolescent (5-12mo),1.0
EUTH REQ,OTC OWNED,unknown,Shih Tzu,Toy,With Breed,0,Senior (8+yr),2.4101422641752297
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,9,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Mastiff,Working,Without Breed,8,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,MIX,Black and Tan Coonhound,Hound,With Breed,8,Adolescent (5-12mo),0.8879040017426006
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,17,Adult (1-7yr),1.8171205928321394
STRAY,OTC,unknown,German Shepherd Dog,Herding,Without Breed,7,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,Pekingese,Toy,With Breed,28,Puppy (0-4mo),0.0
FOSTER,OTC,MIX,Border Terrier,Other Terriers,Without Breed,1,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,30,Adolescent (5-12mo),0.7368062997280774
OWNER SURR,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,18,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,MIX,Russell Terrier (Jack Russell),Other Terriers,Without Breed,6,Puppy (0-4mo),0.5848035476425733
EUTH REQ,OTC OWNED,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.1934831919273368
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,10,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,German Shepherd Dog,Herding,With Breed,0,Adult (1-7yr),1.9129311827723892
EUTH REQ,OTC OWNED,unknown,Poodle,Non-sporting,With Breed,0,Senior (8+yr),2.2894284851066637
RETURN,OTC,MIX,Weimaraner,Sporting,Without Breed,1,Puppy (0-4mo),0.6694329500821695
CONFISCATE,POLICE,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,26,Adult (1-7yr),1.3572088082974534
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Chihuahua,Toy,With Breed,8,Adult (1-7yr),1.1447142425533319
STRAY,FIELD,unknown,German Shepherd Dog,Herding,With Breed,29,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,CHOW CHOW,Labrador Retreiver,Sporting,With Breed,0,Senior (8+yr),2.2894284851066637
