intake_type,intake_subtype,secondary_breed,Breed,AKC_Extended,KennelCardBreed,LOS,AgeGroup,age
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adult (1-7yr),1.259921049894873
OWNER SURR,FIELD,MIX,Pointer,Sporting,Without Breed,7,Senior (8+yr),2.2894284851066637
OWNER SURR,OTC,BICHON FRISE,Maltese,Toy,Without Breed,2,Senior (8+yr),2.2239800905693157
STRAY,FIELD,unknown,Yorkshire Terrier,Toy,With Breed,30,Puppy (0-4mo),0.0
OWNER SURR,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,11,Adult (1-7yr),1.8171205928321394
OWNER SURR,OTC,unknown,Cocker Spaniel,Sporting,Without Breed,9,Adult (1-7yr),1.8171205928321394
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,3,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,10,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,5,Adult (1-7yr),1.259921049894873
DISPO REQ,OTC OWNED,GERM SHEPHERD,Chow Chow,Non-sporting,With Breed,0,Senior (8+yr),2.519842099789746
EUTH REQ,OTC OWNED,MIX,Chihuahua,Toy,Without Breed,0,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,19,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adult (1-7yr),1.5874010519681994
STRAY,OTC,unknown,Bulldog,Non-sporting,Without Breed,1,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Shih Tzu,Toy,Without Breed,1,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,unknown,Chihuahua,Toy,Without Breed,1,Adult (1-7yr),1.8171205928321394
STRAY,OTC,unknown,Labrador Retreiver,Sporting,With Breed,1,Adult (1-7yr),1.9129311827723892
STRAY,FIELD,unknown,Yorkshire Terrier,Toy,Without Breed,28,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Beagle,Hound,Without Breed,1,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,unknown,Rottweiler,Working,Without Breed,2,Adult (1-7yr),1.259921049894873
OWNED,unknown,unknown,Australian Shepherd,Herding,With Breed,2,Adult (1-7yr),1.2805791649874942
STRAY,FIELD,MIX,Poodle,Non-sporting,Without Breed,4,Senior (8+yr),2.080083823051904
STRAY,FIELD,MIX,Rottweiler,Working,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,11,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,11,Adult (1-7yr),1.259921049894873
CONFISCATE,DANGER IN,MIX,Labrador Retreiver,Sporting,With Breed,14,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Weimaraner,Sporting,Without Breed,8,Adolescent (5-12mo),1.0
OWNED,unknown,unknown,Saint Bernard,Working,Without Breed,11,Senior (8+yr),2.154434690031884
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,12,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Poodle,Non-sporting,With Breed,5,Adolescent (5-12mo),0.8879040017426006
STRAY,FIELD,MIX,Yorkshire Terrier,Toy,With Breed,31,Puppy (0-4mo),0.0
OWNER SURR,FIELD,BOXER,American Staffordshire Terrier,Pit Bull Types,With Breed,3,Senior (8+yr),2.0
OWNER SURR,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,6,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Shih Tzu,Toy,Without Breed,10,Adult (1-7yr),1.5874010519681994
RETURN,OTC,unknown,Chihuahua,Toy,With Breed,4,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,MIX,Rhodesian Ridgeback,Hound,Without Breed,9,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,Standard Schnauzer,Working,Without Breed,5,Puppy (0-4mo),0.6694329500821695
RETURN,OTC,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,Without Breed,2,Adolescent (5-12mo),0.7368062997280774
STRAY,FIELD,MIX,Basset Hound,Hound,Without Breed,9,Adult (1-7yr),1.5874010519681994
STRAY,OTC,unknown,Chihuahua,Toy,Without Breed,7,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Boxer,Working,With Breed,30,Adult (1-7yr),1.5874010519681994
STRAY,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,8,Adolescent (5-12mo),0.8434326653017492
STRAY,OTC,MIX,Maltese,Toy,Without Breed,8,Adult (1-7yr),1.709975946676697
OWNER SURR,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adult (1-7yr),1.259921049894873
OWNER SURR,FIELD,unknown,Shih Tzu,Toy,With Breed,6,Adult (1-7yr),1.5874010519681994
RETURN,OTC,unknown,Pekingese,Toy,Without Breed,0,Adult (1-7yr),1.1447142425533319
STRAY,OTC,MIX,German Shepherd Dog,Herding,Without Breed,9,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Boston Terrier,Non-sporting,Without Breed,31,Puppy (0-4mo),0.0
OWNER SURR,FIELD,AM PIT BULL T,Labrador Retreiver,Sporting,Without Breed,11,Adult (1-7yr),1.4422495703074083
EUTH REQ,OTC OWNED,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Puppy (0-4mo),0.464158883361278
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,15,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Poodle,Non-sporting,With Breed,9,Adult (1-7yr),1.8171205928321394
OWNER SURR,OTC,unknown,Dachshund,Hound,With Breed,4,Adolescent (5-12mo),0.928317766722556
EUTH REQ,OTC OWNED,unknown,Poodle,Non-sporting,With Breed,0,Senior (8+yr),2.519842099789746
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,28,Adult (1-7yr),1.259921049894873
STRAY,OTC,PEKINGESE,Shih Tzu,Toy,With Breed,1,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,SHIH TZU,Border Terrier,Other Terriers,With Breed,8,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,MIX,West Highland White Terrier (Westie),Other Terriers,Without Breed,7,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,Dachshund,Hound,With Breed,11,Adolescent (5-12mo),1.0
FOSTER,OTC,MIX,Boxer,Working,Without Breed,1,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,unknown,Soft Coated Wheaten Terrier,Other Terriers,Without Breed,30,Puppy (0-4mo),0.0
OWNER SURR,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,13,Adolescent (5-12mo),1.0
OWNER SURR,OTC,LABRADOR RETR,Brittany,Sporting,Without Breed,3,Adult (1-7yr),1.1447142425533319
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,12,Adolescent (5-12mo),0.7937005259840997
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,9,Adult (1-7yr),1.062658569182611
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,11,Puppy (0-4mo),0.5848035476425733
EUTH REQ,OTC OWNED,unknown,Maltese,Toy,With Breed,0,Senior (8+yr),2.519842099789746
CONFISCATE,POLICE,unknown,German Shepherd Dog,Herding,With Breed,14,Adult (1-7yr),1.21644039911468
CONFISCATE,DANGER IN,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,58,Adult (1-7yr),1.8171205928321394
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adult (1-7yr),1.9129311827723892
OWNER SURR,OTC,LABRADOR RETR,German Shepherd Dog,Herding,With Breed,5,Puppy (0-4mo),0.5848035476425733
EUTH REQ,OTC OWNED,unknown,Chow Chow,Non-sporting,Without Breed,0,Senior (8+yr),2.4101422641752297
CONFISCATE,POLICE,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,27,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,3,Adolescent (5-12mo),0.7368062997280774
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,0,Adolescent (5-12mo),0.928317766722556
EUTH REQ,OTC OWNED,MIX,Greyhound,Hound,Without Breed,0,Adult (1-7yr),1.8171205928321394
STRAY,OTC,CHIHUAHUA SH,Pekingese,Toy,With Breed,0,Adult (1-7yr),1.5874010519681994
OWNER SURR,FIELD,CHOW CHOW,German Shepherd Dog,Herding,With Breed,5,Puppy (0-4mo),0.6694329500821695
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,7,Senior (8+yr),2.4101422641752297
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,unknown,Maltese,Toy,Without Breed,2,Adult (1-7yr),1.9129311827723892
CONFISCATE,POLICE,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,11,Senior (8+yr),2.2239800905693157
CONFISCATE,DANGER IN,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,unknown,Pug,Toy,Without Breed,0,Senior (8+yr),2.519842099789746
OWNER SURR,OTC,MIX,Miniature Pinscher,Toy,Without Breed,1,Adult (1-7yr),1.8171205928321394
EUTH REQ,OTC OWNED,MIX,Chow Chow,Non-sporting,With Breed,0,Senior (8+yr),2.6207413942088964
STRAY,OTC,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,CHIHUAHUA LH,Miniature Schnauzer,Other Terriers,Without Breed,7,Adult (1-7yr),1.8171205928321394
OWNER SURR,OTC,MIX,Maltese,Toy,Without Breed,14,Senior (8+yr),2.0
OWNER SURR,FIELD,STAFFORDSHIRE,American Staffordshire Terrier,Pit Bull Types,With Breed,10,Adult (1-7yr),1.4422495703074083
EUTH REQ,OTC OWNED,unknown,German Shepherd Dog,Herding,Without Breed,0,Senior (8+yr),2.4101422641752297
STRAY,FIELD,unknown,Neapolitan Mastiff,Working,Without Breed,30,Adolescent (5-12mo),0.7937005259840997
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,MIX,German Shepherd Dog,Herding,With Breed,28,Senior (8+yr),2.0
CONFISCATE,POLICE,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adult (1-7yr),1.259921049894873
STRAY,OTC,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adolescent (5-12mo),0.928317766722556
OWNER SURR,OTC,MIX,Rat Terrier,Other Terriers,With Breed,12,Adult (1-7yr),1.9129311827723892
OWNER SURR,OTC,unknown,Chihuahua,Toy,With Breed,10,Adult (1-7yr),1.259921049894873
STRAY,OTC,POINTER,American Staffordshire Terrier,Pit Bull Types,Without Breed,22,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Grand Basset Griffon Vendeen,Hound,With Breed,2,Adult (1-7yr),1.259921049894873
DISPO REQ,OTC,MIX,Maltese,Toy,Without Breed,0,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Coton de Tulear,Non-sporting,With Breed,7,Adult (1-7yr),1.5874010519681994
OWNER SURR,FIELD,unknown,Labrador Retreiver,Sporting,Without Breed,8,Senior (8+yr),2.080083823051904
CONFISCATE,POLICE,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adult (1-7yr),1.9129311827723892
OWNER SURR,OTC,unknown,Chihuahua,Toy,Without Breed,5,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adolescent (5-12mo),1.0
EUTH REQ,OTC OWNED,unknown,Chihuahua,Toy,With Breed,0,Puppy (0-4mo),0.0
RETURN,OTC,MIX,Russell Terrier (Jack Russell),Other Terriers,Without Breed,1,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adult (1-7yr),1.9129311827723892
STRAY,FIELD,MIX,Shih Tzu,Toy,Without Breed,2,Senior (8+yr),2.2894284851066637
STRAY,OTC,MIX,Labrador Retreiver,Sporting,With Breed,1,Senior (8+yr),2.2894284851066637
RETURN,OTC,unknown,Labrador Retreiver,Sporting,With Breed,7,Adolescent (5-12mo),0.7937005259840997
STRAY,OTC,unknown,Chihuahua,Toy,With Breed,5,Senior (8+yr),2.154434690031884
RETURN,OTC,unknown,Shih Tzu,Toy,With Breed,9,Senior (8+yr),2.154434690031884
OWNER SURR,OTC,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,4,Puppy (0-4mo),0.0
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,10,Adult (1-7yr),1.1696070952851465
STRAY,OTC,unknown,Labrador Retreiver,Sporting,Without Breed,6,Adult (1-7yr),1.8171205928321394
STRAY,OTC,MIX,Maltese,Toy,With Breed,8,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Shih Tzu,Toy,Without Breed,30,Puppy (0-4mo),0.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,12,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,Border Terrier,Other Terriers,Without Breed,5,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,Yorkshire Terrier,Toy,Without Breed,6,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,9,Adolescent (5-12mo),0.8434326653017492
STRAY,OTC,MIX,Pointer,Sporting,With Breed,8,Adolescent (5-12mo),0.928317766722556
STRAY,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,5,Adolescent (5-12mo),0.8434326653017492
OWNER SURR,OTC,unknown,Shih Tzu,Toy,With Breed,5,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Shih Tzu,Toy,With Breed,0,Senior (8+yr),2.080083823051904
EUTH REQ,OTC OWNED,MIX,Labrador Retreiver,Sporting,With Breed,0,Senior (8+yr),2.2239800905693157
STRAY,FIELD,unknown,Doberman Pinscher,Working,With Breed,31,Senior (8+yr),2.1179117921274466
STRAY,OTC,PIT BULL,Labrador Retreiver,Sporting,Without Breed,9,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,MIX,Labrador Retreiver,Sporting,With Breed,6,Puppy (0-4mo),0.5848035476425733
OWNER SURR,FIELD,MIX,German Shepherd Dog,Herding,Without Breed,2,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Yorkshire Terrier,Toy,With Breed,3,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,5,Adult (1-7yr),1.9129311827723892
STRAY,OTC,MIX,Labrador Retreiver,Sporting,With Breed,1,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,15,Puppy (0-4mo),0.0
STRAY,FIELD,DALMATIAN,Pointer,Sporting,With Breed,0,Adolescent (5-12mo),0.928317766722556
OWNER SURR,OTC,unknown,Cane Corso,Working,Without Breed,15,Adult (1-7yr),1.1186889420813966
STRAY,OTC,YORKSHIRE TER,West Highland White Terrier (Westie),Other Terriers,With Breed,4,Adolescent (5-12mo),1.0
STRAY,FIELD,GREAT DANE,American Staffordshire Terrier,Pit Bull Types,With Breed,31,Puppy (0-4mo),0.0
CONFISCATE,BITE,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,15,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,9,Adult (1-7yr),1.6261333316791686
CONFISCATE,DANGER IN,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,92,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Lhasa Apso,Non-sporting,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Poodle,Non-sporting,With Breed,0,Adult (1-7yr),1.259921049894873
CONFISCATE,POLICE,unknown,Chihuahua,Toy,With Breed,14,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Boxer,Working,Without Breed,30,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Bullmastiff,Working,Without Breed,6,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,GERM SHEPHERD,Rhodesian Ridgeback,Hound,Without Breed,7,Adolescent (5-12mo),0.7368062997280774
RETURN,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adolescent (5-12mo),0.7368062997280774
CONFISCATE,CRUELTY,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Adolescent (5-12mo),0.8434326653017492
OWNER SURR,FIELD,unknown,Catahoula Leopard Dog,Hound,Without Breed,2,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,BORDER COLLIE,Labrador Retreiver,Sporting,With Breed,11,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,11,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,Without Breed,31,Puppy (0-4mo),0.0
FOSTER,OTC,BOXER,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Puppy (0-4mo),0.464158883361278
STRAY,OTC,unknown,Rottweiler,Working,With Breed,16,Puppy (0-4mo),0.0
STRAY,OTC,unknown,Doberman Pinscher,Working,With Breed,31,Adolescent (5-12mo),1.0
CONFISCATE,BITE,ROTTWEILER,Doberman Pinscher,Working,With Breed,18,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,unknown,Shih Tzu,Toy,With Breed,31,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adolescent (5-12mo),0.8879040017426006
STRAY,FIELD,unknown,Poodle (Toy),Toy,Without Breed,4,Senior (8+yr),2.080083823051904
OWNER SURR,OTC,unknown,Chihuahua,Toy,With Breed,7,Adult (1-7yr),1.4422495703074083
STRAY,OTC,DACHSHUND STD,Chihuahua,Toy,Without Breed,8,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,16,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adolescent (5-12mo),0.7368062997280774
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,4,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,unknown,Pug,Toy,With Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,22,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,unknown,Beagle,Hound,Without Breed,9,Adult (1-7yr),1.5874010519681994
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,13,Adult (1-7yr),1.5874010519681994
STRAY,OTC,unknown,Miniature Pinscher,Toy,Without Breed,2,Senior (8+yr),2.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,Chinese Shar-Pei,Non-sporting,Without Breed,9,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Chihuahua,Toy,With Breed,9,Adult (1-7yr),1.4422495703074083
RETURN,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Puppy (0-4mo),0.5848035476425733
RETURN,OTC,MIX,German Shepherd Dog,Herding,With Breed,0,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,9,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,Wirehaired Pointing Griffon,Sporting,With Breed,6,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,German Shepherd Dog,Herding,Without Breed,1,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,Russell Terrier (Jack Russell),Other Terriers,Without Breed,10,Senior (8+yr),2.0
CONFISCATE,DANGER IN,unknown,Bulldog,Non-sporting,Without Breed,5,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Rottweiler,Working,With Breed,0,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,Russell Terrier (Jack Russell),Other Terriers,With Breed,1,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,unknown,Lhasa Apso,Non-sporting,With Breed,31,Puppy (0-4mo),0.0
OWNER SURR,OTC,unknown,Chihuahua,Toy,With Breed,13,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Russell Terrier (Jack Russell),Other Terriers,Without Breed,2,Senior (8+yr),2.154434690031884
EUTH REQ,OTC OWNED,unknown,Cocker Spaniel,Sporting,With Breed,0,Senior (8+yr),2.2239800905693157
STRAY,FIELD,unknown,Basset Hound,Hound,Without Breed,1,Adult (1-7yr),1.709975946676697
CONFISCATE,EVICTION,MIX,Chihuahua,Toy,With Breed,8,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,11,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Dachshund,Hound,Without Breed,6,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adolescent (5-12mo),1.0
OWNER SURR,OTC,unknown,Dachshund,Hound,Without Breed,6,Senior (8+yr),2.080083823051904
STRAY,OTC,MIX,Bichon Frise,Non-sporting,Without Breed,6,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Yorkshire Terrier,Toy,Without Breed,1,Adult (1-7yr),1.8171205928321394
EUTH REQ,OTC OWNED,unknown,Poodle (Toy),Toy,Without Breed,0,Puppy (0-4mo),0.5848035476425733
RETURN,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Puppy (0-4mo),0.5848035476425733
EUTH REQ,OTC OWNED,unknown,Chihuahua,Toy,With Breed,0,Senior (8+yr),2.3513346877207573
OWNER SURR,OTC,MIX,Golden Retriever,Sporting,Without Breed,27,Adult (1-7yr),1.9129311827723892
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,31,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,MIX,Chow Chow,Non-sporting,With Breed,8,Adult (1-7yr),1.709975946676697
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.1447142425533319
STRAY,FIELD,unknown,German Shepherd Dog,Herding,Without Breed,2,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,MIX,Cairn Terrier,Other Terriers,Without Breed,5,Adult (1-7yr),1.5874010519681994
RETURN,OTC,DACHSHUND MIN,Chihuahua,Toy,Without Breed,1,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Miniature Schnauzer,Other Terriers,With Breed,30,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,unknown,Toy Fox Terrier,Toy,With Breed,1,Senior (8+yr),2.080083823051904
EUTH REQ,OTC OWNED,unknown,Dachshund,Hound,With Breed,0,Senior (8+yr),2.2239800905693157
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Puppy (0-4mo),0.6694329500821695
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,6,Adult (1-7yr),1.1447142425533319
STRAY,OTC,unknown,Shih Tzu,Toy,Without Breed,1,Senior (8+yr),2.2239800905693157
STRAY,FIELD,MIX,Mastiff,Working,Without Breed,0,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,0,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,Mastiff,Working,Without Breed,9,Adult (1-7yr),1.9129311827723892
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,12,Adolescent (5-12mo),1.0
EUTH REQ,OTC OWNED,unknown,Beagle,Hound,Without Breed,0,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adolescent (5-12mo),1.0
